seed,rep,gamma,status,objective,real_start,real_end,real_delta,real_denial,barca_start,barca_end,barca_delta,barca_denial,combined_start,combined_end,combined_delta
12345,1,0.0,Optimal,425.2599999999998,200.78499999999997,213.53499999999997,12.75,0.0,191.13500000000005,202.12500000000006,10.990000000000009,0.0,391.92,415.66,23.74000000000001
12345,1,0.25,Optimal,439.6949999999999,200.78499999999997,220.445,19.660000000000025,7.1049999999999995,191.13500000000005,209.65000000000003,18.514999999999986,7.415,391.92,430.095,38.17500000000001
12345,1,0.5,Optimal,454.9149999999999,200.78499999999997,227.44999999999996,26.664999999999992,16.009999999999998,191.13500000000005,217.86500000000007,26.730000000000018,15.96,391.92,445.31500000000005,53.39500000000004
12345,1,0.75,Optimal,471.3599999999999,200.78499999999997,235.96499999999997,35.18000000000001,24.150000000000002,191.13500000000005,225.79500000000007,34.660000000000025,26.25,391.92,461.76000000000005,69.84000000000003
